Type;Benevnelse (no);Art.nr.;Navn (no);Sorteringsnavn (no);Latin;Sortnavn/egennavn;Anbefalt salgspris;EAN;Merke 1 (no);Merke 2 (no);Merke 3 (no);Merke 3 valg;ItemCSSeedPerPackage;ItemCSSeedAmount;ItemCSSeedAmountUnit (no);Attributter (no);Levetid (no);Veksthøyde cm;Såmåte (no);Plantetid/Direkteså;Sådybde;Planteavstand cm;Avstand mellom rader;Forkultivering, tid;Blomstring/innhøsting;Løkstørrelse;Løk/pk.;Farge (no);Emball. sorteres som (no);Størrelse;Volum;Volum måleenhet;Vekt;Vekt måleenhet;Fraktvekt;Fraktvekt måleenhet;Bredde;Bredde måleenhet;Lengde;Lengde måleenhet;Høyde;Høyde måleenhet;Diameter;Diameter måleenhet;Effekt;Spenning (volt);Fargetemperatur (kelvin);PPFD (100 mm) µmol/s/m²;Produksjonsmateriale spes. (no);Næringstype (no);NPK;Innholdsdeklarasjon (no);Råvare (no);Beskrivelse (no);Forkultivere (no);Forkultur (no);Vårsådd (no);Høstsådd (no);Sommersådd (no);Vintersådd (no);Dosering (no);Slik gjør du det (no);Video-URL;ItemCSInternalBrand;ItemCSSpecificPriceGroup;ItemCSSafetySheetData (no)
"ItemCS";"Minidrivhus Window";"5753";"Minidrivhus Window";"";"";"";"SEK:79.00|FI-EUR:8.00|NOK:666.00|DKK:79.00|DE-EUR:8.00";"7312600057531";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Svart";"";"";"";"";"";"";"0,178";"kg";"16";"cm";"47";"cm";"";"";"";"";"";"";"";"";"";"";"";"";"";"Passer perfekt i vinduskarmen. Til forkultivering av frø og stiklinger.";"";"";"";"";"";"";"";"";"";"";"";""
